"","Name","is_w","is_u","is_b","is_r","is_g","is_a","is_l"
"6466","Miner's Bane","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6467","Minion of Tevesh Szat","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6468","Minion Reflector","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6469","Minions' Murmurs","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6470","Minister of Impediments","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6471","Minister of Inquiries","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6472","Minister of Pain","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6473","Minotaur Abomination","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6474","Minotaur Aggressor","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6475","Minotaur Explorer","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6476","Minotaur Skullcleaver","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6477","Minotaur Sureshot","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6478","Minotaur Warrior","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6479","Miracle Worker","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6480","Miraculous Recovery","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6481","Mirage Mirror","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6482","Mirari","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6483","Mirari's Wake","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6484","Mire Blight","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6485","Mire Boa","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6486","Mire Kavu","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6487","Mire Shade","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6488","Mire's Toll","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6489","Mirozel","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6490","Mirran Crusader","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6491","Mirran Mettle","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6492","Mirran Spy","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6493","Mirri, Cat Warrior","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6494","Mirri's Guile","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6495","Mirri the Cursed","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6496","Mirror Entity","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6497","Mirror Gallery","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6498","Mirror Mockery","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6499","Mirror of Fate","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6500","Mirror Sheen","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6501","Mirror-Sigil Sergeant","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6502","Mirror Strike","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6503","Mirror Wall","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6504","Mirrorweave","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6505","Mirrorwood Treefolk","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"6506","Mirrorworks","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6507","Mischief and Mayhem","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6508","Mischievous Poltergeist","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6509","Mise","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6510","Misers' Cage","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6511","Misfortune's Gain","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6512","Misguided Rage","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6513","Mishra, Artificer Prodigy","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"6514","Mishra's Bauble","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6515","Mishra's Groundbreaker","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6516","Mishra's Helix","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6517","Mishra's Self-Replicator","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6518","Mishra's Workshop","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"6519","Misinformation","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6520","Miss Demeanor","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6521","Misshapen Fiend","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6522","Misstep","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6523","Mist-Cloaked Herald","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6524","Mist Dragon","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6525","Mistfire Adept","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6526","Mistfolk","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6527","Mistform Dreamer","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6528","Mistform Mask","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6529","Mistform Mutant","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6530","Mistform Skyreaver","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6531","Mistform Sliver","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6532","Mistform Ultimus","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6533","Mistform Wall","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6534","Misthollow Griffin","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6535","Misthoof Kirin","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6536","Mist Intruder","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6537","Mist Leopard","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6538","Mistmeadow Skulk","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6539","Mistmeadow Witch","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6540","Mistral Charger","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6541","Mist Raven","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6542","Mitotic Manipulation","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6543","Mizzium Meddler","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6544","Mizzium Transreliquat","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE"
"6545","Mnemonic Nexus","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6546","Mnemonic Sliver","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6547","Mnemonic Wall","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6548","Moaning Spirit","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6549","Moaning Wall","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6550","Moan of the Unhallowed","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6551","Moat","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6552","Mobilization","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6553","Mobilize","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6554","Mob Justice","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6555","Mob Mentality","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6556","Mogg Alarm","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6557","Mogg Bombers","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6558","Mogg Cannon","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6559","Moggcatcher","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6560","Mogg Conscripts","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6561","Mogg Fanatic","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6562","Mogg Flunkies","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6563","Mogg Jailer","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6564","Mogg Maniac","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6565","Mogg Raider","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6566","Mogg Salvage","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6567","Mogg Sentry","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6568","Mogg Squad","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6569","Mold Adder","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6570","Molder","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6571","Molder Beast","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6572","Molder Slug","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6573","Moldgraf Monstrosity","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6574","Moldgraf Scavenger","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6575","Mold Shambler","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6576","Molimo, Maro-Sorcerer","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6577","Molten Birth","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6578","Molten Frame","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6579","Molten Hydra","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6580","Molten Influence","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6581","Molten Nursery","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6582","Molten Rain","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6583","Molten Ravager","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6584","Molten Sentry","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6585","Moltensteel Dragon","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"6586","Molten Vortex","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6587","Molting Harpy","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6588","Molting Skin","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6589","Molting Snakeskin","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6590","Moment of Craving","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6591","Moment of Heroism","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6592","Moment of Silence","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6593","Moment of Triumph","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6594","Momentous Fall","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6595","Monastery Flock","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6596","Monastery Mentor","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6597","Monastery Swiftspear","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6598","Mondronen Shaman","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6599","Monkey Monkey Monkey","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6600","Monk Idealist","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6601","Monk Realist","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6602","Monomania","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6603","Monsoon","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"6604","Mons's Goblin Raiders","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6605","Mons's Goblin Waiters","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6606","Monstrify","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6607","Monstrous Carabid","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"6608","Monstrous Growth","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6609","Monstrous Hound","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6610","Monstrous Onslaught","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6611","Moonglove Extract","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6612","Moonglove Winnower","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6613","Moon Heron","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6614","Moonlace","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6615","Moonlight Bargain","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6616","Moonlight Geist","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6617","Moonlight Hunt","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6618","Moonlit Wake","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6619","Moon Sprite","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6620","Moonveil Dragon","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6621","Moonwing Moth","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6622","Moor Fiend","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6623","Moorish Cavalry","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6624","Moorland Drifter","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6625","Moorland Inquisitor","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6626","Morale","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6627","Morality Shift","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6628","Morbid Bloom","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"6629","Morbid Curiosity","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6630","Morbid Plunder","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6631","More or Less","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6632","Morgue Burst","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"6633","Morgue Thrull","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6634","Morgue Toad","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"6635","Morinfen","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6636","Moriok Reaver","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6637","Moriok Replica","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"6638","Moriok Rigger","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6639","Moriok Scavenger","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6640","Morkrut Banshee","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6641","Morkrut Necropod","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6642","Morningtide","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6643","Moroii","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6644","Morselhoarder","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"6645","Mortal Combat","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6646","Mortal's Ardor","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6647","Mortal's Resolve","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6648","Mortal Wound","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6649","Mortician Beetle","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6650","Mortify","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6651","Mortipede","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"6652","Mortivore","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6653","Mortuary","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6654","Mortus Strider","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6655","Mosquito Guard","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6656","Mossdog","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6657","Mossfire Egg","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"6658","Mossfire Valley","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"
"6659","Moss Kami","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6660","Moss Monster","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6661","Mosstodon","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6662","Mothdust Changeling","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6663","Mother of Goons","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6664","Mother of Runes","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6665","Mothrider Samurai","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6666","Mountain","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"
"6667","Mountain Bandit","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6668","Mountain Goat","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6669","Mountain Titan","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"6670","Mountain Yeti","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6671","Mournful Zombie","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6672","Mourning","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6673","Mourning Thrull","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6674","Mournwhelk","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6675","Mouth to Mouth","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6676","Mox Amber","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6677","Mox Opal","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6678","Mtenda Griffin","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6679","Mtenda Herder","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6680","Mtenda Lion","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6681","Muck Rats","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6682","Mudbrawler Cohort","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6683","Mudbrawler Raiders","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"6684","Mudbutton Torchrunner","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6685","Mudhole","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6686","Mugging","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6687","Mulch","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6688","Muldrotha, the Gravetide","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE"
"6689","Multani, Maro-Sorcerer","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6690","Multani's Decree","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6691","Multani's Harmony","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6692","Multani's Presence","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6693","Mummy Paramount","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6694","Munda's Vanguard","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6695","Mundungu","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6696","Mungha Wurm","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6697","Muraganda Petroglyphs","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6698","Murasa Pyromancer","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6699","Murasa Ranger","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6700","Murder","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6701","Murderer's Axe","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6702","Murder Investigation","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6703","Murder of Crows","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6704","Murderous Betrayal","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6705","Murderous Compulsion","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6706","Murderous Cut","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6707","Murderous Spoils","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6708","Murk Dwellers","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6709","Murk Strider","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6710","Murmuring Phantasm","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6711","Murmurs from Beyond","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6712","Muscle Burst","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6713","Muscle Sliver","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6714","Mutagenic Growth","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6715","Mutant's Prey","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6716","Mutavault","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"6717","Mutilate","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"6718","Mutiny","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"6719","Muzzle","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6720","Mwonvuli Acid-Moss","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6721","Mwonvuli Beast Tracker","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6722","Mwonvuli Ooze","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6723","Mycoid Shepherd","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6724","Mycosynth Fiend","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6725","Mycosynth Wellspring","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6726","My First Tome","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6727","Myr Adapter","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6728","Myr Enforcer","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6729","Myr Galvanizer","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6730","Myr Landshaper","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6731","Myr Mindservant","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6732","Myr Moonvessel","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6733","Myr Propagator","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6734","Myr Quadropod","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6735","Myr Reservoir","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6736","Myr Retriever","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6737","Myr Servitor","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6738","Myr Sire","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6739","Myrsmith","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6740","Myr Superion","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6741","Myr Welder","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6742","Mysteries of the Deep","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6743","Mystical Tutor","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6744","Mystic Compass","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"6745","Mystic Decree","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6746","Mystic Familiar","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6747","Mystic Gate","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"6748","Mystic Genesis","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE"
"6749","Mystic Meditation","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"6750","Mystic Melting","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
